addref,city,assembly,body,make,model,year,engine,transmission,fuel,color,registered,mileage,price
7943523,D.G.Khan,,Hatchback,Suzuki,Wagon,2019,1000,Manual,Petrol,Solid White,Punjab,78000,2375000
7823386,Islamabad,,Sedan,Toyota,Corolla,2015,1600,Automatic,Petrol,Brown,Lahore,108320,3450000
7913579,Lahore,Imported,SUV,Toyota,Prado,2008,2700,Automatic,Petrol,Black,Lahore,230000,10200000
7943522,Sargodha,Imported,SUV,Toyota,Land,2012,4608,Automatic,Petrol,Maroon,Islamabad,150000,28500000
7943519,Sargodha,,Compact sedan,Honda,City,2022,1200,Manual,Petrol,Silver,Punjab,11000,4650000
7943524,Lahore,,Hatchback,Suzuki,Alto,2010,1000,Manual,Petrol,Maroon,Lahore,76000,1125000
7943521,Lahore,,Hatchback,Suzuki,Alto,2019,660,Automatic,Petrol,Silky Silver,Lahore,45000,2395000
7943530,Karachi,,Hatchback,KIA,Picanto,2020,998,Automatic,Petrol,Sparkling Silver,Sindh,55000,2750000
7929857,Mardan,Imported,Sedan,Toyota,Corolla,1994,1600,Automatic,Petrol,Maroon,Lahore,50000,1250000
7943528,Islamabad,,Sedan,Toyota,Corolla,2014,1800,Manual,Petrol,Silver Metallic,Islamabad,91000,3950000
7943534,Abbottabad,Imported,Hatchback,Suzuki,Cultus,2004,1000,Manual,Petrol,Silver,Islamabad,85000,950000
7943531,Dadyal,,Hatchback,Suzuki,Mehran,2003,800,Manual,Petrol,Silky Silver,Lahore,228800,700000
7943529,Islamabad,Imported,Sedan,Toyota,Corona,1990,1600,Manual,Petrol,White,Punjab,1,1450000
7943535,Jaranwala,,Hatchback,Suzuki,Wagon,2017,1000,Manual,Petrol,Solid White,Islamabad,79000,1930000
7943536,Faisalabad,Imported,Mini Van,Daihatsu,Hijet,2013,660,Automatic,Petrol,White,Punjab,169000,1500000
7918314,Karachi,,Sedan,Toyota,Corolla,2014,1798,Automatic,Petrol,Attitude Black,Karachi,122000,3500000
7937037,Islamabad,Imported,Sedan,Toyota,Prius,2014,1800,Automatic,Petrol,Silver,Islamabad,131836,5360000
7827124,Lahore,,SUV,Toyota,Fortuner,2022,2800,Automatic,Diesel,White,Islamabad,49000,19700000
7915806,Islamabad,,Sedan,Honda,City,2015,1300,Manual,Petrol,Taffeta White,Islamabad,80000,3500000
7433790,Lahore,,SUV,KIA,Sportage,2021,2000,Automatic,Petrol,White,Punjab,28500,7975000
7828106,Lahore,,SUV,Toyota,Fortuner,2019,2800,Automatic,Diesel,White,Punjab,61000,14200000
7720197,Lahore,,Double Cabin,Toyota,Hilux,2019,2800,Automatic,Diesel,White,Punjab,68000,10900000
7839070,Lahore,,Sedan,Toyota,Corolla,2021,1800,Automatic,Petrol,White,Punjab,20000,6700000
7943485,Kharian,,Sedan,Honda,Civic,2014,1800,Automatic,Petrol,Silver,Lahore,200000,3450000
7915844,Lahore,,Sedan,Toyota,Corolla,2012,1300,Manual,Petrol,Black,Lahore,95000,2545000
7943494,Haroonabad,,Sedan,Toyota,Corolla,2016,1300,Manual,Petrol,White,Sindh,74000,3050000
7943489,Karachi,,,Daihatsu,Charade,,1000,Manual,Petrol,Black,Karachi,100000,240000
7195798,Lahore,,Sedan,Toyota,Corolla,2020,1800,Automatic,Petrol,Black,Islamabad,27000,8000000
7943497,Gujranwala,Imported,Hatchback,Honda,N,2014,660,Automatic,Petrol,Black,Karachi,100000,2400000
7943491,Depal,,Sedan,Honda,Civic,2010,1800,Automatic,Petrol,Black,Lahore,134000,2285000
7943503,Karachi,,Sedan,Honda,City,2018,1300,Manual,Petrol,Lunar Silver Metallic,Karachi,36500,3395000
7943500,Mardan,,Sedan,Toyota,Corolla,2007,1300,Manual,Petrol,Blue,Peshawar,50,1850000
7943498,Rawalpindi,Imported,,Suzuki,Wagon,2013,660,Automatic,Petrol,White,Rawalpindi,96000,2385000
7943504,Karachi,,Mini Van,Changan,Karvaan,,999,Manual,Petrol,Black,Karachi,800,2380000
7771721,Hyderabad,,Hatchback,Suzuki,Alto,2020,660,Automatic,Petrol,Silky Silver,Hyderabad,56000,2500000
7943506,Islamabad,Imported,SUV,Proton,X70,2021,1500,Automatic,Petrol,White,Islamabad,16000,8000000
7943508,Lahore,,Hatchback,Suzuki,Wagon,2018,1000,Manual,Petrol,White,Lahore,100000,2400000
7943513,Sargodha,,Sedan,Honda,City,2011,1300,Automatic,Petrol,Gold,Islamabad,160000,2300000
7943507,Islamabad,,Hatchback,Suzuki,Alto,2021,660,Manual,Petrol,Graphite Grey,Islamabad,42572,2475000
7943514,Sahiwal,,Hatchback,Suzuki,FX,,800,Manual,Petrol,Dark Blue,Sindh,98000,235000
7943511,Swabi,,Hatchback,Suzuki,Alto,2009,1000,Manual,Petrol,Green,Lahore,200000,970000
7848824,Rawalpindi,,Sedan,Toyota,Yaris,2021,1500,Automatic,Petrol,Silver Metallic,Islamabad,47666,5000000
7861251,Islamabad,,Sedan,Hyundai,Elantra,2021,1999,Automatic,Petrol,,Karachi,34259,6500000
7870459,Islamabad,,Hatchback,Suzuki,Wagon,2022,1000,Automatic,Petrol,Solid White,Islamabad,14315,3450000
7943432,Lahore,,Hatchback,Suzuki,Cultus,2021,1000,Manual,Petrol,White,Lahore,32500,2990000
7934838,Faisalabad,Imported,Hatchback,Toyota,Vitz,2019,1000,Automatic,Petrol,White,Islamabad,73131,4250000
7943480,Islamabad,,Hatchback,Daihatsu,Cuore,2012,800,Manual,Petrol,,Islamabad,910000,1200000
7943041,Lahore,,Sedan,Toyota,Corolla,2014,1300,Manual,Petrol,,Lahore,100000,3280000
7510712,Lahore,,Hatchback,Suzuki,Cultus,2005,1000,Manual,Petrol,White,Punjab,82188,725000
7943479,Wah,,Sedan,Honda,Civic,2015,1800,Automatic,Petrol,Taffeta White,Islamabad,64000,4500000
7943482,Karachi,,Sedan,Toyota,Corolla,2009,1300,Manual,Petrol,White,Karachi,170000,2050000
7943475,Karachi,,Sedan,Honda,City,2016,1300,Automatic,Petrol,Grey,Karachi,86000,2980000
7943481,Rawalpindi,Imported,,Toyota,Passo,2015,1000,Automatic,Petrol,Blue,Lahore,98000,2950000
7943488,Multan,,SUV,KIA,Sportage,2021,1999,Automatic,Petrol,Black,Punjab,17500,7500000
7943487,Karachi,,Sedan,Honda,Civic,2020,1800,Automatic,Petrol,Taffeta White,Sindh,3000,6700000
7943484,Karachi,,MPV,Honda,BR-V,2019,1500,Automatic,Petrol,Lunar Silver Metallic,Karachi,55800,3965000
7943486,Lahore,,Hatchback,Suzuki,Cultus,2011,1000,Manual,Petrol,Blue,Lahore,100000,1170000
7869314,Islamabad,,Hatchback,Suzuki,Wagon,2022,1000,Manual,Petrol,Solid White,Islamabad,22207,3125000
7931429,Faisalabad,,Compact SUV,Haval,H6,,2000,Automatic,Petrol,Diamond Black,Islamabad,7334,11300000
7930622,Rawalpindi,,Sedan,Proton,Saga,2022,1299,Automatic,Petrol,Snow White,Punjab,16919,3250000
7655832,Rawalpindi,,Hatchback,Suzuki,Mehran,2016,796,Manual,Petrol,Solid White,Lahore,91989,950000
7772873,Islamabad,,Sedan,Toyota,Corolla,2012,1600,Automatic,Petrol,,Islamabad,112563,3750000
7717164,Islamabad,,Hatchback,Suzuki,Alto,2022,660,Automatic,Petrol,Solid White,Punjab,3774,2950000
7930414,Islamabad,,Hatchback,Suzuki,Wagon,2017,1000,Manual,Petrol,Solid White,Lahore,96600,1950000
7943427,Lahore,Imported,MPV,KIA,Grand,2021,3470,Automatic,Petrol,White,Punjab,10700,15500000
7936803,Islamabad,,Hatchback,Suzuki,Mehran,2008,800,Manual,Petrol,Snow White Pearl,Faisalabad,95370,600000
7813990,Islamabad,,Crossover,MG,HS,2022,1500,Automatic,Petrol,Silver,Punjab,8662,7500000
7866698,Islamabad,,Sedan,Toyota,Corolla,2021,1598,Automatic,Petrol,Super White,Islamabad,19203,5885000
7883249,Islamabad,,Hatchback,Suzuki,Wagon,2019,1000,Manual,Petrol,Graphite Grey,Islamabad,90672,2350000
7943429,Lahore,,Sedan,Honda,City,2014,1500,Automatic,Petrol,White,Lahore,160819,3250000
7744027,Islamabad,,Hatchback,Suzuki,Mehran,2007,800,Manual,Petrol,Snow White Pearl,Quetta,96667,680000
7868265,Islamabad,,Sedan,Toyota,Corolla,2011,1300,Manual,Petrol,Silver Metallic,Karachi,162546,2700000
7879587,Islamabad,,Sedan,Toyota,Corolla,2018,1800,Automatic,Petrol,Attitude Black,Islamabad,80563,4900000
7943474,Islamabad,,Mini Van,Suzuki,Bolan,2004,800,Manual,,Solid White,Islamabad,960000,680000
7929569,Lahore,,Sedan,Honda,Civic,2017,1800,Automatic,Petrol,Taffeta White,Lahore,80000,4850000
7907323,Lahore,,Hatchback,Suzuki,Cultus,2006,1000,Manual,Petrol,Silver,Sindh,150000,675000
7943476,Lahore,,Sedan,Honda,Civic,2016,1800,Manual,Petrol,Modern Steel Metallic,Lahore,156000,3200000
7881372,Lahore,Imported,Hatchback,Suzuki,Wagon,2019,660,Automatic,Hybrid,Gold,Un-Registered,17583,3790000
7762926,Islamabad,,SUV,Volkswagen,Up,2016,999,Automatic,Petrol,Black,Islamabad,57376,3050000
7943477,Lahore,,Hatchback,Suzuki,Wagon,2019,1000,Manual,Petrol,Solid White,Lahore,85000,2375000
7904288,Rawalpindi,,Hatchback,Suzuki,Mehran,2018,796,Manual,Petrol,Silky Silver,Lahore,58901,1585000
7943413,Bahawalnagar,,Sedan,Hyundai,Sonata,,2500,Automatic,Petrol,Black,Un-Registered,2300,11500000
7943368,Karachi,Imported,Sedan,Honda,Accord,2004,2000,Automatic,Petrol,Satin silver metallic,Sindh,129854,1950000
7834804,Rawalpindi,,MPV,Honda,BR-V,2017,1500,Automatic,Petrol,Lunar Silver Metallic,Islamabad,33193,4250000
7938583,Lahore,Imported,Hatchback,Nissan,Dayz,2022,659,Automatic,Petrol,Blue,Un-Registered,13235,4050000
7907382,Lahore,Imported,Hatchback,Nissan,Dayz,2021,659,Automatic,Hybrid,White,Un-Registered,3600,3950000
7854636,Islamabad,Imported,Hatchback,Toyota,Vitz,2019,996,Automatic,Petrol,,Un-Registered,52851,4650000
7829250,Islamabad,Imported,Hatchback,Toyota,Aqua,2013,1500,Automatic,Hybrid,,Islamabad,131421,3550000
7907393,Lahore,Imported,Hatchback,Nissan,Dayz,2020,659,Automatic,Petrol,Blue,Un-Registered,14252,3890000
7943448,Islamabad,,Hatchback,Suzuki,Swift,2018,1300,Automatic,Petrol,Solid White,Islamabad,51000,2980000
7829043,Islamabad,,Sedan,Honda,Civic,2017,1800,Automatic,Petrol,Taffeta White,Islamabad,71941,5190000
7853967,Islamabad,,Compact SUV,Changan,Oshan,2022,1499,Automatic,Petrol,Stellar White,Islamabad,25643,9200000
7740805,Faisalabad,Imported,,Nissan,Clipper,2019,1000,Manual,Petrol,White,Un-Registered,121339,2650000
7815854,Faisalabad,,Sedan,Honda,City,2019,1300,Automatic,Petrol,Taffeta White,Lahore,66593,4100000
7931269,Islamabad,Imported,Sedan,Toyota,Premio,2014,1800,Automatic,Petrol,Super White,Islamabad,95180,7600000
7854998,Islamabad,Imported,Hatchback,Toyota,Vitz,2014,1000,Automatic,Petrol,Silver,Islamabad,106276,3550000
7929395,Islamabad,Imported,Sedan,Toyota,Corolla,2007,1500,Automatic,Petrol,Silver,Islamabad,145738,3295000
7660120,Islamabad,Imported,,Toyota,Prado,2000,3400,Automatic,Petrol,White,Lahore,92907,6200000
7943456,Lahore,,Sedan,Honda,Civic,2018,1800,Automatic,Petrol,Crystal Black,Lahore,75000,5350000
7539175,Islamabad,Imported,SUV,Range,Rover,2006,2700,Automatic,Diesel,Buckiham Blue,Islamabad,128286,12000000
7769744,Islamabad,Imported,Double Cabin,Toyota,Tundra,2007,5663,Automatic,Petrol,Black,Un-Registered,58583,8900000
7943451,Muzaffar,,MPV,Honda,BR-V,2019,1500,Manual,Petrol,Modern Steel Metallic,Punjab,33700,4800000
7943453,Lahore,,Sedan,Honda,Civic,2007,1800,Automatic,Petrol,Silver,Lahore,136000,1950000
7943452,Karachi,Imported,Hatchback,Daihatsu,Mira,2016,660,Automatic,Petrol,Silver,Karachi,60000,2390000
7943455,Karachi,,Sedan,Toyota,Corolla,2018,1300,Automatic,Petrol,Grey Graphite,Sindh,72000,4475000
7943457,Rawalpindi,,Sedan,Honda,Civic,2002,1500,Manual,Petrol,White,Islamabad,236000,1350000
7943463,Lahore,,Hatchback,Suzuki,Alto,2006,1000,Manual,Petrol,Silky Silver,Lahore,98000,900000
7943465,Hyderabad,,Hatchback,Suzuki,Swift,2015,1300,Manual,Petrol,Silky Silver,Sindh,65000,2050000
7943460,Rawalpindi,Imported,Hatchback,Toyota,Vitz,2007,1000,Automatic,Petrol,Silver,Islamabad,189000,1980000
7943462,Faisalabad,,Sedan,Honda,City,2017,1300,Automatic,Petrol,Crystal Black Pearl,Punjab,58000,3500000
7943461,Jhang,,Hatchback,Suzuki,Alto,2010,1000,Automatic,Petrol,Silky Silver,Lahore,70000,980000
7943464,Lahore,,Sedan,Honda,City,2018,1500,Automatic,Petrol,Taffeta White,Lahore,68644,3950000
7511380,Mansehra,,Hatchback,Suzuki,Mehran,2011,800,Manual,Petrol,Graphite Grey,Sindh,55000,820000
7943469,Karachi,,Sedan,Toyota,Corolla,2014,1300,Automatic,Petrol,Silver Metallic,Karachi,96150,3135000
7569401,Multan,,Hatchback,Suzuki,Cultus,2007,1000,Manual,Petrol,Blue,Sindh,94000,800000
7762448,Lahore,,Sedan,Honda,Civic,2018,1800,Automatic,Petrol,White,Lahore,84000,5550000
7943467,Islamabad,,Sedan,Honda,Civic,2018,1800,Automatic,Petrol,Taffeta White,Islamabad,76000,5550000
7894838,Lahore,Imported,Crossover,Honda,Vezel,2018,1500,Automatic,Hybrid,Black,Un-Registered,92633,8190000
7874553,Lahore,Imported,SUV,Toyota,Prado,2016,2700,Automatic,Petrol,Black,Punjab,55000,22000000
7644341,Islamabad,,Hatchback,Suzuki,Alto,2019,660,Automatic,Petrol,Solid White,Punjab,45074,2650000
7929938,Lahore,Imported,Hatchback,Suzuki,Alto,2020,658,Automatic,Petrol,Silky Silver,Un-Registered,19219,3690000
7911296,Islamabad,,Compact SUV,KIA,Sorento,2022,3479,Automatic,Petrol,Clear White,Islamabad,26336,10500000
7659299,Islamabad,Imported,,Daihatsu,Atrai,2011,660,Automatic,Petrol,Black,Faisalabad,155988,1425000
7943367,Karachi,,Sedan,Honda,Civic,2011,1800,Automatic,Petrol,Silky Silver,Karachi,158000,2300000
7894584,Lahore,Imported,Hatchback,Suzuki,Alto,2019,660,Automatic,Petrol,White,Un-Registered,45744,3550000
7943444,Rawalpindi,,Hatchback,Suzuki,Alto,2008,1000,Manual,Petrol,Maroon,Punjab,20000,1050000
7943445,Islamabad,,Pick Up,Toyota,Hilux,,2800,Automatic,Diesel,Super White,Islamabad,18000,15000000
7943449,Karachi,Imported,,Daihatsu,Hijet,2015,660,Automatic,Petrol,White,Sindh,155000,2000000
7797241,Rawalpindi,Imported,Hatchback,Hyundai,Santro,2004,1000,Manual,Petrol,White,Islamabad,137486,850000
7929868,Lahore,Imported,Hatchback,Toyota,Vitz,2019,996,Automatic,Petrol,Orange,Un-Registered,74580,4890000
7851941,Islamabad,,Sedan,Honda,City,2019,1300,Automatic,Petrol,Taffeta White,Islamabad,61185,4040000
7943447,Peshawar,Imported,Sedan,Toyota,Corolla,1993,1500,Automatic,Petrol,White ,Peshawar,66586,1630000
7823643,Islamabad,Imported,Crossover,Mazda,Flair,2020,660,Automatic,Petrol,,Un-Registered,30934,3500000
7881174,Lahore,Imported,Hatchback,Daihatsu,Mira,2019,660,Automatic,Petrol,Grey,Un-Registered,66880,3850000
7894458,Lahore,Imported,Hatchback,Toyota,Passo,2020,1000,Automatic,Petrol,Super White ,Un-Registered,58826,4590000
7929850,Lahore,Imported,Hatchback,Toyota,Passo,2020,1000,Automatic,Petrol,Green,Un-Registered,16407,4350000
7894440,Lahore,Imported,Hatchback,Toyota,Passo,2020,1000,Automatic,Petrol,Bronze,Un-Registered,10781,4390000
7894601,Lahore,Imported,Hatchback,Suzuki,Alto,2019,660,Automatic,Petrol,Bluish Black Pearl,Un-Registered,79652,3390000
7894828,Lahore,Imported,Crossover,Honda,Vezel,2022,1496,Automatic,Hybrid,Sand Khaki Pearl,Un-Registered,9569,12200000
7929660,Lahore,Imported,Hatchback,Daihatsu,Mira,2019,660,Automatic,Petrol,Silver,Un-Registered,62610,3790000
7940946,Lahore,Imported,Hatchback,Suzuki,Wagon,2019,660,Automatic,Hybrid,Silver,Un-Registered,71281,3990000
7894475,Lahore,Imported,Hatchback,Suzuki,Wagon,2019,660,Automatic,Hybrid,Blue,Un-Registered,64085,3850000
7814210,Islamabad,,Hatchback,Suzuki,Cultus,2021,1000,Manual,Petrol,White,Islamabad,38476,3150000
7941932,Lahore,Imported,Hatchback,Suzuki,Wagon,2021,660,Automatic,Hybrid,Solid White,Un-Registered,35851,4290000
7722698,Islamabad,,Sedan,Toyota,Corolla,2022,1598,Automatic,Petrol,Super White,Islamabad,8525,6475000
7888108,Islamabad,Imported,Hatchback,Toyota,Vitz,2013,1000,Automatic,Petrol,Black,Lahore,140918,2750000
7899232,Islamabad,Imported,Coupe,Mazda,RX8,2003,1300,Automatic,Petrol,Grey,Sindh,139429,2500000
7943430,Sialkot,Imported,,Toyota,Prius,2010,1800,Automatic,Hybrid,Black,Islamabad,200000,4000000
7940349,Rawalpindi,Imported,Micro Van,Nissan,Clipper,2018,660,Automatic,Petrol,Silver,Un-Registered,180430,2350000
7943431,Karachi,,Sedan,Honda,Civic,2007,1800,Automatic,Petrol,Silver,Karachi,37000,2550000
7943434,Mardan,Imported,Sedan,Mercedes,Benz,2007,1800,Automatic,Petrol,Grey,Islamabad,165000,5500000
7929143,Islamabad,,Hatchback,Suzuki,Mehran,2007,800,Manual,Petrol,Blue,Lahore,157236,600000
7943438,Lahore,,Sedan,Honda,Civic,2014,1800,Automatic,Petrol,Taffeta White,Lahore,72000,3900000
7943443,Swabi,,Sedan,Toyota,Corolla,2003,1600,Automatic,Petrol,Blue,Islamabad,100000,1780000
7943435,Islamabad,,,Suzuki,Liana,2010,1600,Automatic,Petrol,White,Islamabad,167084,1675000
7878112,Rawalpindi,Imported,Hatchback,Suzuki,Wagon,2014,660,Automatic,Petrol,Bluish Black Pearl,Islamabad,100000,2290000
7943440,Bahawalpur,,Sedan,Honda,City,2011,1300,Manual,Petrol,Crystal Black Pearl,Sindh,146000,2195000
7760503,Rawalpindi,,Sedan,Honda,City,2012,1300,Manual,Petrol,Modern Steel Metallic,Islamabad,128736,2650000
7855602,Islamabad,,Sedan,Hyundai,Sonata,2021,1999,Automatic,Petrol,Oxford Blue,Islamabad,19317,9300000
7869566,Rawalpindi,Imported,SUV,Toyota,Prado,2003,3400,Automatic,Petrol,White,Lahore,95906,9200000
7585170,Islamabad,Imported,SUV,Toyota,Land,2016,4600,Automatic,Petrol,White Pearl Crystal Shine,Islamabad,60915,47500000
7841431,Islamabad,Imported,Hatchback,Nissan,Dayz,2019,659,Automatic,Hybrid,White,Islamabad,25572,3650000
7868472,Rawalpindi,,Hatchback,Suzuki,Alto,,660,Manual,Petrol,Solid White,Islamabad,1475,2850000
7716538,Islamabad,,Van,Suzuki,Bolan,2013,800,Manual,Petrol,Solid White,Lahore,47250,1000000
7943441,Peshawar,,Sedan,Suzuki,Liana,2006,1300,Manual,Petrol,Silver,Karachi,105245,930000
7929576,Lahore,Imported,Hatchback,Toyota,Vitz,2019,996,Automatic,Petrol,Super White II,Un-Registered,43398,5090000
7929587,Lahore,Imported,Hatchback,Toyota,Vitz,2019,996,Automatic,Petrol,Grey,Un-Registered,34152,4950000
7758788,Islamabad,,Crossover,DFSK,Glory,2021,1498,Automatic,Petrol,Grey Metallic,Punjab,5702,6200000
7943419,Sahiwal,,Hatchback,Suzuki,Alto,2020,660,Automatic,Petrol,Silky Silver Metallic,Punjab,70000,2600000
7896257,Sialkot,,Sedan,Audi,A3,2019,1200,Automatic,Petrol,Black,Lahore,72000,8750000
7943416,Peshawar,,Sedan,Toyota,Corolla,2016,1800,Automatic,Petrol,Silver,Lahore,64000,4700000
7943424,Lahore,,Sedan,Honda,Civic,2008,1800,Automatic,Petrol,Silver,Islamabad,193200,1735000
7864755,Islamabad,,Crossover,DFSK,Glory,,1498,Automatic,Petrol,White,Punjab,11329,6200000
7943425,Lahore,,Sedan,Honda,City,2018,1500,Automatic,Petrol,Taffeta White,Punjab,68644,3950000
7814146,Islamabad,,Hatchback,Suzuki,Alto,2021,660,Manual,Petrol,Graphite Grey,Punjab,26944,2750000
7765841,Rawalpindi,,Hatchback,Suzuki,Mehran,2009,800,Manual,Petrol,Silver Metallic,Lahore,27575,780000
7793273,Islamabad,,Sedan,Honda,Civic,2007,1800,Automatic,Petrol,Crystal Black,Lahore,274876,2200000
7943426,Lahore,Imported,Hatchback,Daihatsu,Esse,2011,660,Automatic,Petrol,Silver,Punjab,110000,1550000
7840189,Islamabad,Imported,Van,Toyota,Hiace,2022,2800,Automatic,Diesel,White,Islamabad,1860,30000000
7786891,Islamabad,,Sedan,Honda,City,2021,1500,Automatic,Petrol,Urban Titanium,Islamabad,53444,4520000
7868632,Islamabad,Imported,,Toyota,Hilux,2010,2500,Manual,Diesel,Silver,Islamabad,186336,6500000
7594070,Lahore,,Double Cabin,Toyota,Hilux,2017,3000,Automatic,Diesel,Black,Karachi,91000,8700000
7927503,Rawalpindi,,Sedan,Toyota,Corolla,2013,1600,Automatic,Petrol,Silver Mica Metallic,Islamabad,100000,3590000
7760513,Islamabad,,Compact sedan,Honda,City,2021,1200,Automatic,Petrol,Taffeta White,Punjab,47507,4550000
7672665,Lahore,,Sedan,Hyundai,Sonata,2022,2500,Automatic,Petrol,White,Islamabad,27000,10900000
7941998,Islamabad,,Sedan,Toyota,Corolla,2014,1300,Automatic,Petrol,White,Islamabad,186452,3150000
7765788,Rawalpindi,,Hatchback,Suzuki,Cultus,,1000,Manual,Petrol,White,Islamabad,10693,4000000
7856081,Islamabad,,Sedan,Honda,Civic,2017,1800,Automatic,Petrol,Modern Steel Metallic,Islamabad,49236,4850000
7721162,Rawalpindi,,Hatchback,Suzuki,Wagon,2022,1000,Automatic,Petrol,Silky Silver,Islamabad,14952,3495000
7706442,Rawalpindi,,SUV,Land,Rover,2013,2198,Manual,Diesel,Red,Islamabad,137207,15000000
7766221,Lahore,,Sedan,Toyota,Corolla,2016,1300,Manual,Petrol,Black,Lahore,92000,3550000
7918679,Lahore,,Sedan,Toyota,Corolla,2016,1300,Automatic,Petrol,White,Lahore,48000,4150000
7929164,Islamabad,,Sedan,Hyundai,Sonata,,2497,Automatic,Petrol,Polar White,Islamabad,4620,12200000
7627612,Islamabad,,Sedan,Proton,Saga,2021,1299,Automatic,Petrol,Armour Silver,Islamabad,16665,3550000
7917288,Lahore,,SUV,Toyota,Fortuner,2022,2800,Automatic,Diesel,Attitude Black,Punjab,9000,18400000
7600099,Lahore,,Hatchback,Suzuki,Cultus,2014,1000,Manual,Petrol,White,Lahore,40000,1490000
7943417,Islamabad,,Hatchback,Suzuki,Cultus,2005,1000,Manual,Petrol,White,Lahore,100000,780000
7943412,Rawalpindi,,Hatchback,Suzuki,Cultus,2005,1000,Manual,Petrol,White,Lahore,123,785000
7943415,Islamabad,Imported,Sedan,Toyota,Premio,2007,1800,Automatic,Petrol,Silver,Lahore,144000,4050000
7943414,Multan,,Sedan,Toyota,Corolla,2012,1300,Manual,Petrol,,Multan,92500,3300000
7943399,Daharki,Imported,SUV,Suzuki,Vitara,2018,1600,Automatic,Petrol,Grey,Sindh,88000,4700000
7940705,Islamabad,,Sedan,Honda,City,2005,1300,Manual,Petrol,Taffeta White,Islamabad,103000,1580000
7925094,Karachi,,Sedan,Honda,City,2015,1300,Manual,Petrol,Taffeta White,Karachi,36000,3100000
7809566,Islamabad,,Hatchback,Suzuki,Mehran,2018,796,Manual,Petrol,Solid White,Islamabad,650035,1270000
7747265,Rawalpindi,,Hatchback,Suzuki,Mehran,2017,796,Manual,Petrol,Solid White,Islamabad,117215,1200000
7831387,Rawalpindi,Imported,Crossover,Honda,Vezel,2019,1500,Automatic,Petrol,Black Metallic,Islamabad,76578,9100000
7902716,Islamabad,,Crossover,Peugeot,2008,2022,1199,Automatic,Petrol,Cherry Black,Islamabad,5440,7450000
7872864,Islamabad,,Hatchback,Suzuki,Swift,2011,1300,Manual,Petrol,Graphite Grey,Islamabad,98951,2100000
7766326,Islamabad,,Sedan,Toyota,Corolla,2022,1598,Automatic,Petrol,Super White,Islamabad,893,7100000
7807284,Rawalpindi,,Hatchback,Suzuki,Wagon,2021,1000,Manual,Petrol,Solid White,Islamabad,19328,3025000
7695555,Karachi,,Sedan,Honda,City,2017,1500,Manual,Petrol,Taffeta White,Sindh,43139,3400000
7573590,Karachi,,Crossover,Peugeot,2008,2022,1199,Automatic,Petrol,Sparkling Silver,Karachi,5536,6999000
